CAGR | TRENT | Mar 2024 | eps_cagr_10yr_flag=TURNAROUND
DEBT_FREE | ABB | Dec 2012 | ICR=N/A
DEBT_FREE | ABB | Mar 2014 | ICR=N/A
DEBT_FREE | ABB | Mar 2015 | ICR=N/A
DEBT_FREE | ADANIENSOL | Mar 2014 | ICR=N/A
DEBT_FREE | BAJAJHLDNG | Mar 2013 | ICR=N/A
DEBT_FREE | BAJAJHLDNG | Mar 2014 | ICR=N/A
DEBT_FREE | BAJAJHLDNG | Mar 2015 | ICR=N/A
DEBT_FREE | BAJAJHLDNG | Mar 2016 | ICR=N/A
DEBT_FREE | BAJAJHLDNG | Mar 2017 | ICR=N/A
DEBT_FREE | BAJAJHLDNG | Mar 2018 | ICR=N/A
DEBT_FREE | BAJAJHLDNG | Mar 2019 | ICR=N/A
DEBT_FREE | BOSCHLTD | Dec 2013 | ICR=N/A
DEBT_FREE | CHOLAFIN | Mar 2015 | ICR=N/A
DEBT_FREE | CHOLAFIN | Mar 2018 | ICR=N/A
DEBT_FREE | CHOLAFIN | Mar 2020 | ICR=N/A
DEBT_FREE | ICICIGI | Mar 2016 | ICR=N/A
DEBT_FREE | ICICIPRULI | Mar 2016 | ICR=N/A
DEBT_FREE | INFY | Mar 2016 | ICR=N/A
DEBT_FREE | INFY | Mar 2017 | ICR=N/A
DEBT_FREE | INFY | Mar 2018 | ICR=N/A
DEBT_FREE | INFY | Mar 2019 | ICR=N/A
DEBT_FREE | IRCTC | Mar 2015 | ICR=N/A
DEBT_FREE | IRCTC | Mar 2016 | ICR=N/A
DEBT_FREE | JIOFIN | Mar 2023 | ICR=N/A
DEBT_FREE | JIOFIN | TTM | ICR=N/A
DEBT_FREE | LICI | Mar 2019 | ICR=N/A
DEBT_FREE | LICI | Mar 2020 | ICR=N/A
DEBT_FREE | LICI | Mar 2021 | ICR=N/A
DEBT_FREE | LICI | Mar 2022 | ICR=N/A
DEBT_FREE | LICI | TTM | ICR=N/A
DEBT_FREE | PNB | Mar 2013 | ICR=N/A
DEBT_FREE | PNB | Mar 2014 | ICR=N/A
DEBT_FREE | PNB | Mar 2015 | ICR=N/A
DEBT_FREE | PNB | Mar 2016 | ICR=N/A
DEBT_FREE | PNB | Mar 2017 | ICR=N/A
DEBT_FREE | PNB | Mar 2018 | ICR=N/A
DEBT_FREE | PNB | Mar 2019 | ICR=N/A
DEBT_FREE | PNB | Mar 2020 | ICR=N/A
DEBT_FREE | PNB | Mar 2021 | ICR=N/A
DEBT_FREE | PNB | Mar 2022 | ICR=N/A
DEBT_FREE | PNB | Mar 2023 | ICR=N/A
DEBT_FREE | PNB | Mar 2024 | ICR=N/A
DEBT_FREE | PNB | TTM | ICR=N/A
DEBT_FREE | SBILIFE | Mar 2020 | ICR=N/A
DEBT_FREE | SBILIFE | Mar 2021 | ICR=N/A
DEBT_FREE | SBILIFE | Mar 2022 | ICR=N/A
DEBT_FREE | SBILIFE | TTM | ICR=N/A
NULL_RATIO | ADANIENSOL | Mar 2014 | net_profit_margin_pct
NULL_RATIO | ABB | TTM | return_on_equity_pct
NULL_RATIO | ADANIENSOL | TTM | return_on_equity_pct
NULL_RATIO | ADANIENT | TTM | return_on_equity_pct
NULL_RATIO | ADANIGREEN | TTM | return_on_equity_pct
NULL_RATIO | ADANIPORTS | TTM | return_on_equity_pct
NULL_RATIO | ADANIPOWER | TTM | return_on_equity_pct
NULL_RATIO | AMBUJACEM | Mar 2023 15 | return_on_equity_pct
NULL_RATIO | AMBUJACEM | TTM | return_on_equity_pct
NULL_RATIO | APOLLOHOSP | TTM | return_on_equity_pct
NULL_RATIO | ASIANPAINT | TTM | return_on_equity_pct
NULL_RATIO | ATGL | TTM | return_on_equity_pct
NULL_RATIO | AXISBANK | TTM | return_on_equity_pct
NULL_RATIO | BAJAJ-AUTO | TTM | return_on_equity_pct
NULL_RATIO | BAJAJFINSV | TTM | return_on_equity_pct
NULL_RATIO | BAJAJHLDNG | TTM | return_on_equity_pct
NULL_RATIO | BAJFINANCE | TTM | return_on_equity_pct
NULL_RATIO | BANKBARODA | TTM | return_on_equity_pct
NULL_RATIO | BEL | TTM | return_on_equity_pct
NULL_RATIO | BHARTIARTL | TTM | return_on_equity_pct
NULL_RATIO | BHEL | TTM | return_on_equity_pct
NULL_RATIO | BOSCHLTD | TTM | return_on_equity_pct
NULL_RATIO | BPCL | TTM | return_on_equity_pct
NULL_RATIO | BRITANNIA | TTM | return_on_equity_pct
NULL_RATIO | CANBK | TTM | return_on_equity_pct
NULL_RATIO | CHOLAFIN | TTM | return_on_equity_pct
NULL_RATIO | CIPLA | TTM | return_on_equity_pct
NULL_RATIO | COALINDIA | TTM | return_on_equity_pct
NULL_RATIO | DABUR | TTM | return_on_equity_pct
NULL_RATIO | DIVISLAB | TTM | return_on_equity_pct
NULL_RATIO | DLF | TTM | return_on_equity_pct
NULL_RATIO | DMART | TTM | return_on_equity_pct
NULL_RATIO | DRREDDY | TTM | return_on_equity_pct
NULL_RATIO | EICHERMOT | TTM | return_on_equity_pct
NULL_RATIO | GAIL | TTM | return_on_equity_pct
NULL_RATIO | GODREJCP | TTM | return_on_equity_pct
NULL_RATIO | GRASIM | TTM | return_on_equity_pct
NULL_RATIO | HAL | Mar 2013 | return_on_equity_pct
NULL_RATIO | HAL | Mar 2014 | return_on_equity_pct
NULL_RATIO | HAL | Mar 2015 | return_on_equity_pct
NULL_RATIO | HAL | TTM | return_on_equity_pct
NULL_RATIO | HAVELLS | TTM | return_on_equity_pct
NULL_RATIO | HCLTECH | Mar 2016 9m | return_on_equity_pct
NULL_RATIO | HCLTECH | TTM | return_on_equity_pct
NULL_RATIO | HDFCBANK | TTM | return_on_equity_pct
NULL_RATIO | HDFCLIFE | TTM | return_on_equity_pct
NULL_RATIO | HEROMOTOCO | TTM | return_on_equity_pct
NULL_RATIO | HINDALCO | TTM | return_on_equity_pct
NULL_RATIO | HINDUNILVR | TTM | return_on_equity_pct
NULL_RATIO | ICICIBANK | TTM | return_on_equity_pct
NULL_RATIO | ICICIGI | TTM | return_on_equity_pct
NULL_RATIO | ICICIPRULI | TTM | return_on_equity_pct
NULL_RATIO | INDIGO | TTM | return_on_equity_pct
NULL_RATIO | INDUSINDBK | TTM | return_on_equity_pct
NULL_RATIO | INFY | TTM | return_on_equity_pct
NULL_RATIO | IOC | TTM | return_on_equity_pct
NULL_RATIO | IRCTC | TTM | return_on_equity_pct
NULL_RATIO | IRFC | TTM | return_on_equity_pct
NULL_RATIO | ITC | TTM | return_on_equity_pct
NULL_RATIO | JINDALSTEL | TTM | return_on_equity_pct
NULL_RATIO | JIOFIN | TTM | return_on_equity_pct
NULL_RATIO | JSWENERGY | TTM | return_on_equity_pct
NULL_RATIO | JSWSTEEL | TTM | return_on_equity_pct
NULL_RATIO | KOTAKBANK | TTM | return_on_equity_pct
NULL_RATIO | LICI | TTM | return_on_equity_pct
NULL_RATIO | LODHA | TTM | return_on_equity_pct
NULL_RATIO | LT | TTM | return_on_equity_pct
NULL_RATIO | LTIM | TTM | return_on_equity_pct
NULL_RATIO | M&M | TTM | return_on_equity_pct
NULL_RATIO | MARUTI | TTM | return_on_equity_pct
NULL_RATIO | MOTHERSON | TTM | return_on_equity_pct
NULL_RATIO | NAUKRI | TTM | return_on_equity_pct
NULL_RATIO | NESTLEIND | TTM | return_on_equity_pct
NULL_RATIO | NHPC | TTM | return_on_equity_pct
NULL_RATIO | NTPC | TTM | return_on_equity_pct
NULL_RATIO | ONGC | TTM | return_on_equity_pct
NULL_RATIO | PFC | TTM | return_on_equity_pct
NULL_RATIO | PIDILITIND | TTM | return_on_equity_pct
NULL_RATIO | PNB | TTM | return_on_equity_pct
NULL_RATIO | POWERGRID | TTM | return_on_equity_pct
NULL_RATIO | RECLTD | TTM | return_on_equity_pct
NULL_RATIO | RELIANCE | TTM | return_on_equity_pct
NULL_RATIO | SBILIFE | TTM | return_on_equity_pct
NULL_RATIO | SBIN | Mar 2013 | return_on_equity_pct
NULL_RATIO | SBIN | Mar 2014 | return_on_equity_pct
NULL_RATIO | SBIN | Mar 2015 | return_on_equity_pct
NULL_RATIO | SBIN | Mar 2016 | return_on_equity_pct
NULL_RATIO | SBIN | Mar 2017 | return_on_equity_pct
NULL_RATIO | SBIN | Mar 2018 | return_on_equity_pct
NULL_RATIO | SBIN | Mar 2019 | return_on_equity_pct
NULL_RATIO | SBIN | Mar 2020 | return_on_equity_pct
NULL_RATIO | SBIN | Mar 2021 | return_on_equity_pct
NULL_RATIO | SBIN | Mar 2022 | return_on_equity_pct
NULL_RATIO | SBIN | Mar 2023 | return_on_equity_pct
NULL_RATIO | SBIN | Mar 2024 | return_on_equity_pct
NULL_RATIO | SBIN | TTM | return_on_equity_pct
NULL_RATIO | SHREECEM | Mar 2016 9m | return_on_equity_pct
NULL_RATIO | SHREECEM | TTM | return_on_equity_pct
NULL_RATIO | SHRIRAMFIN | TTM | return_on_equity_pct
NULL_RATIO | SUNPHARMA | TTM | return_on_equity_pct
NULL_RATIO | TATACONSUM | TTM | return_on_equity_pct
NULL_RATIO | TATAMOTORS | TTM | return_on_equity_pct
NULL_RATIO | TATAPOWER | TTM | return_on_equity_pct
NULL_RATIO | TATASTEEL | TTM | return_on_equity_pct
NULL_RATIO | TCS | TTM | return_on_equity_pct
NULL_RATIO | TECHM | TTM | return_on_equity_pct
NULL_RATIO | TITAN | TTM | return_on_equity_pct
NULL_RATIO | TORNTPHARM | TTM | return_on_equity_pct
NULL_RATIO | TRENT | TTM | return_on_equity_pct
NULL_RATIO | TVSMOTOR | TTM | return_on_equity_pct
NULL_RATIO | ABB | TTM | return_on_assets_pct
NULL_RATIO | ADANIENSOL | Mar 2014 | return_on_assets_pct
NULL_RATIO | ADANIENSOL | TTM | return_on_assets_pct
NULL_RATIO | ADANIENT | TTM | return_on_assets_pct
NULL_RATIO | ADANIGREEN | TTM | return_on_assets_pct
NULL_RATIO | ADANIPORTS | TTM | return_on_assets_pct
NULL_RATIO | ADANIPOWER | TTM | return_on_assets_pct
NULL_RATIO | AMBUJACEM | Mar 2023 15 | return_on_assets_pct
NULL_RATIO | AMBUJACEM | TTM | return_on_assets_pct
NULL_RATIO | APOLLOHOSP | TTM | return_on_assets_pct
NULL_RATIO | ASIANPAINT | TTM | return_on_assets_pct
NULL_RATIO | ATGL | TTM | return_on_assets_pct
NULL_RATIO | AXISBANK | TTM | return_on_assets_pct
NULL_RATIO | BAJAJ-AUTO | TTM | return_on_assets_pct
NULL_RATIO | BAJAJFINSV | TTM | return_on_assets_pct
NULL_RATIO | BAJAJHLDNG | TTM | return_on_assets_pct
NULL_RATIO | BAJFINANCE | TTM | return_on_assets_pct
NULL_RATIO | BANKBARODA | TTM | return_on_assets_pct
NULL_RATIO | BEL | TTM | return_on_assets_pct
NULL_RATIO | BHARTIARTL | TTM | return_on_assets_pct
NULL_RATIO | BHEL | TTM | return_on_assets_pct
NULL_RATIO | BOSCHLTD | TTM | return_on_assets_pct
NULL_RATIO | BPCL | TTM | return_on_assets_pct
NULL_RATIO | BRITANNIA | TTM | return_on_assets_pct
NULL_RATIO | CANBK | TTM | return_on_assets_pct
NULL_RATIO | CHOLAFIN | TTM | return_on_assets_pct
NULL_RATIO | CIPLA | TTM | return_on_assets_pct
NULL_RATIO | COALINDIA | TTM | return_on_assets_pct
NULL_RATIO | DABUR | TTM | return_on_assets_pct
NULL_RATIO | DIVISLAB | TTM | return_on_assets_pct
NULL_RATIO | DLF | TTM | return_on_assets_pct
NULL_RATIO | DMART | TTM | return_on_assets_pct
NULL_RATIO | DRREDDY | TTM | return_on_assets_pct
NULL_RATIO | EICHERMOT | TTM | return_on_assets_pct
NULL_RATIO | GAIL | TTM | return_on_assets_pct
NULL_RATIO | GODREJCP | TTM | return_on_assets_pct
NULL_RATIO | GRASIM | TTM | return_on_assets_pct
NULL_RATIO | HAL | Mar 2013 | return_on_assets_pct
NULL_RATIO | HAL | Mar 2014 | return_on_assets_pct
NULL_RATIO | HAL | Mar 2015 | return_on_assets_pct
NULL_RATIO | HAL | TTM | return_on_assets_pct
NULL_RATIO | HAVELLS | TTM | return_on_assets_pct
NULL_RATIO | HCLTECH | Mar 2016 9m | return_on_assets_pct
NULL_RATIO | HCLTECH | TTM | return_on_assets_pct
NULL_RATIO | HDFCBANK | TTM | return_on_assets_pct
NULL_RATIO | HDFCLIFE | TTM | return_on_assets_pct
NULL_RATIO | HEROMOTOCO | TTM | return_on_assets_pct
NULL_RATIO | HINDALCO | TTM | return_on_assets_pct
NULL_RATIO | HINDUNILVR | TTM | return_on_assets_pct
NULL_RATIO | ICICIBANK | TTM | return_on_assets_pct
NULL_RATIO | ICICIGI | TTM | return_on_assets_pct
NULL_RATIO | ICICIPRULI | TTM | return_on_assets_pct
NULL_RATIO | INDIGO | TTM | return_on_assets_pct
NULL_RATIO | INDUSINDBK | TTM | return_on_assets_pct
NULL_RATIO | INFY | TTM | return_on_assets_pct
NULL_RATIO | IOC | TTM | return_on_assets_pct
NULL_RATIO | IRCTC | TTM | return_on_assets_pct
NULL_RATIO | IRFC | TTM | return_on_assets_pct
NULL_RATIO | ITC | TTM | return_on_assets_pct
NULL_RATIO | JINDALSTEL | TTM | return_on_assets_pct
NULL_RATIO | JIOFIN | TTM | return_on_assets_pct
NULL_RATIO | JSWENERGY | TTM | return_on_assets_pct
NULL_RATIO | JSWSTEEL | TTM | return_on_assets_pct
NULL_RATIO | KOTAKBANK | TTM | return_on_assets_pct
NULL_RATIO | LICI | TTM | return_on_assets_pct
NULL_RATIO | LODHA | TTM | return_on_assets_pct
NULL_RATIO | LT | TTM | return_on_assets_pct
NULL_RATIO | LTIM | TTM | return_on_assets_pct
NULL_RATIO | M&M | TTM | return_on_assets_pct
NULL_RATIO | MARUTI | TTM | return_on_assets_pct
NULL_RATIO | MOTHERSON | TTM | return_on_assets_pct
NULL_RATIO | NAUKRI | TTM | return_on_assets_pct
NULL_RATIO | NESTLEIND | TTM | return_on_assets_pct
NULL_RATIO | NHPC | TTM | return_on_assets_pct
NULL_RATIO | NTPC | TTM | return_on_assets_pct
NULL_RATIO | ONGC | TTM | return_on_assets_pct
NULL_RATIO | PFC | TTM | return_on_assets_pct
NULL_RATIO | PIDILITIND | TTM | return_on_assets_pct
NULL_RATIO | PNB | TTM | return_on_assets_pct
NULL_RATIO | POWERGRID | TTM | return_on_assets_pct
NULL_RATIO | RECLTD | TTM | return_on_assets_pct
NULL_RATIO | RELIANCE | TTM | return_on_assets_pct
NULL_RATIO | SBILIFE | TTM | return_on_assets_pct
NULL_RATIO | SBIN | Mar 2013 | return_on_assets_pct
NULL_RATIO | SBIN | Mar 2014 | return_on_assets_pct
NULL_RATIO | SBIN | Mar 2015 | return_on_assets_pct
NULL_RATIO | SBIN | Mar 2016 | return_on_assets_pct
NULL_RATIO | SBIN | Mar 2017 | return_on_assets_pct
NULL_RATIO | SBIN | Mar 2018 | return_on_assets_pct
NULL_RATIO | SBIN | Mar 2019 | return_on_assets_pct
NULL_RATIO | SBIN | Mar 2020 | return_on_assets_pct
NULL_RATIO | SBIN | Mar 2021 | return_on_assets_pct
NULL_RATIO | SBIN | Mar 2022 | return_on_assets_pct
NULL_RATIO | SBIN | Mar 2023 | return_on_assets_pct
NULL_RATIO | SBIN | Mar 2024 | return_on_assets_pct
NULL_RATIO | SBIN | TTM | return_on_assets_pct
NULL_RATIO | SHREECEM | Mar 2016 9m | return_on_assets_pct
NULL_RATIO | SHREECEM | TTM | return_on_assets_pct
NULL_RATIO | SHRIRAMFIN | TTM | return_on_assets_pct
NULL_RATIO | SUNPHARMA | TTM | return_on_assets_pct
NULL_RATIO | TATACONSUM | TTM | return_on_assets_pct
NULL_RATIO | TATAMOTORS | TTM | return_on_assets_pct
NULL_RATIO | TATAPOWER | TTM | return_on_assets_pct
NULL_RATIO | TATASTEEL | TTM | return_on_assets_pct
NULL_RATIO | TCS | TTM | return_on_assets_pct
NULL_RATIO | TECHM | TTM | return_on_assets_pct
NULL_RATIO | TITAN | TTM | return_on_assets_pct
NULL_RATIO | TORNTPHARM | TTM | return_on_assets_pct
NULL_RATIO | TRENT | TTM | return_on_assets_pct
NULL_RATIO | TVSMOTOR | TTM | return_on_assets_pct
NULL_RATIO | ABB | Dec 2012 | interest_coverage
NULL_RATIO | ABB | Mar 2014 | interest_coverage
NULL_RATIO | ABB | Mar 2015 | interest_coverage
NULL_RATIO | ADANIENSOL | Mar 2014 | interest_coverage
NULL_RATIO | BAJAJHLDNG | Mar 2013 | interest_coverage
NULL_RATIO | BAJAJHLDNG | Mar 2014 | interest_coverage
NULL_RATIO | BAJAJHLDNG | Mar 2015 | interest_coverage
NULL_RATIO | BAJAJHLDNG | Mar 2016 | interest_coverage
NULL_RATIO | BAJAJHLDNG | Mar 2017 | interest_coverage
NULL_RATIO | BAJAJHLDNG | Mar 2018 | interest_coverage
NULL_RATIO | BAJAJHLDNG | Mar 2019 | interest_coverage
NULL_RATIO | BOSCHLTD | Dec 2013 | interest_coverage
NULL_RATIO | CHOLAFIN | Mar 2015 | interest_coverage
NULL_RATIO | CHOLAFIN | Mar 2018 | interest_coverage
NULL_RATIO | CHOLAFIN | Mar 2020 | interest_coverage
NULL_RATIO | ICICIGI | Mar 2016 | interest_coverage
NULL_RATIO | ICICIPRULI | Mar 2016 | interest_coverage
NULL_RATIO | INFY | Mar 2016 | interest_coverage
NULL_RATIO | INFY | Mar 2017 | interest_coverage
NULL_RATIO | INFY | Mar 2018 | interest_coverage
NULL_RATIO | INFY | Mar 2019 | interest_coverage
NULL_RATIO | IRCTC | Mar 2015 | interest_coverage
NULL_RATIO | IRCTC | Mar 2016 | interest_coverage
NULL_RATIO | JIOFIN | Mar 2023 | interest_coverage
NULL_RATIO | JIOFIN | TTM | interest_coverage
NULL_RATIO | LICI | Mar 2019 | interest_coverage
NULL_RATIO | LICI | Mar 2020 | interest_coverage
NULL_RATIO | LICI | Mar 2021 | interest_coverage
NULL_RATIO | LICI | Mar 2022 | interest_coverage
NULL_RATIO | LICI | TTM | interest_coverage
NULL_RATIO | PNB | Mar 2013 | interest_coverage
NULL_RATIO | PNB | Mar 2014 | interest_coverage
NULL_RATIO | PNB | Mar 2015 | interest_coverage
NULL_RATIO | PNB | Mar 2016 | interest_coverage
NULL_RATIO | PNB | Mar 2017 | interest_coverage
NULL_RATIO | PNB | Mar 2018 | interest_coverage
NULL_RATIO | PNB | Mar 2019 | interest_coverage
NULL_RATIO | PNB | Mar 2020 | interest_coverage
NULL_RATIO | PNB | Mar 2021 | interest_coverage
NULL_RATIO | PNB | Mar 2022 | interest_coverage
NULL_RATIO | PNB | Mar 2023 | interest_coverage
NULL_RATIO | PNB | Mar 2024 | interest_coverage
NULL_RATIO | PNB | TTM | interest_coverage
NULL_RATIO | SBILIFE | Mar 2020 | interest_coverage
NULL_RATIO | SBILIFE | Mar 2021 | interest_coverage
NULL_RATIO | SBILIFE | Mar 2022 | interest_coverage
NULL_RATIO | SBILIFE | TTM | interest_coverage
